ID #,Co,Name,Recipes,AvgPct,Rating
ATF-04690,RF,Vanilla Custard,14,3.51%,
ATF-04691,RF,Vanilla Custard - PDO,1,16.00%,
ATF-04692,RF,Vanilla Custard (SC),55,2.34%,
ATF-04693,RF,Vanilla Custard (SC),2,2.75%,
ATF-04694,RF,Vanilla Ice Cream,32,2.33%,
ATF-04695,RF,Vanilla Ice Cream (SC),17,1.85%,
ATF-04696,RF,Warm Apple Cider,1,10.00%,
ATF-04697,RF,Warm Apple Cider (SC),3,9.33%,
ATF-04698,RF,Watermelon,34,2.18%,
ATF-04699,RF,Watermelon - PDO,2,2.50%,
ATF-04700,RF,Watermelon (SC),87,1.87%,
ATF-04701,RF,Watermelon (SC),13,1.36%,
ATF-04702,RF,White Chocolate,18,3.90%,
ATF-04703,RF,White Chocolate (SC),24,1.62%,
ATF-04704,RF,White Chocolate (SC),0,0.00%,
ATF-04705,RF,Wild Cherry,12,2.32%,
ATF-04706,RF,Wild Cherry (SC),2,1.50%,
ATF-04707,RF,Wild Cherry (SC),0,0.00%,
ATF-04708,RF,Yellow Candy,0,0.00%,
ATF-04709,RF,Yellow Candy - Burst Type,4,2.50%,
ATF-04710,RF,Yellow Candy â€“ Burst Type,0,0.00%,
ATF-04711,RF,Yellow Candy â€“ Burst Type (SC),1,0.75%,
ATF-04712,RF,Yogurt,1,3.00%,
ATF-04713,RF,Yogurt (SC),2,2.50%,
ATF-04714,RF,Yogurt (SC),0,0.00%,
ATF-04715,RF,Yogurt Parfait,12,4.68%,
ATF-04716,RF,Yogurt Parfait (SC),6,1.50%,
ATF-04717,RF,Yumberry,48,1.67%,
ATF-04718,RF,Yumberry (SC),49,1.85%,
ATF-04719,RF,Yumberry (SC),189,0.28%,
ATF-04720,SC,555,8,2.88%,
ATF-04721,SC,Almond,0,0.00%,
ATF-04722,SC,American Red,4,4.25%,
ATF-04723,SC,American Tobacco,0,0.00%,
ATF-04724,SC,Apricot,2,1.57%,
ATF-04725,SC,Arabic Tobacco,1,0.50%,
ATF-04726,SC,B & H,3,1.17%,
ATF-04727,SC,Banana,1,0.80%,
ATF-04728,SC,Banana Cream Pie,9,2.31%,
ATF-04729,SC,Black Fire Tobacco,6,3.76%,
ATF-04730,SC,Black n Mild,0,0.00%,
ATF-04731,SC,Black Tea,110,2.15%,
ATF-04732,SC,Black Tobacco,0,0.00%,
ATF-04733,SC,Blackberry,176,1.37%,
ATF-04734,SC,Blended Tobacco,6,1.17%,
ATF-04735,SC,Blueberry,23,1.73%,
ATF-04736,SC,BM Cigar Tobacco,0,0.00%,
ATF-04737,SC,Breath Freshener,1,1.00%,
ATF-04738,SC,B-Tobacco,1,4.00%,
ATF-04739,SC,Cappuccino,65,1.60%,
ATF-04740,SC,Caramel Candy,4,1.88%,
ATF-04741,SC,Caramel Cream Puff,7,1.57%,
ATF-04742,SC,Caramel Mocha,5,1.20%,
ATF-04743,SC,Cherry (New),1,16.50%,
ATF-04744,SC,Cherry (Original),1,1.00%,
ATF-04745,SC,Cherry Cigar,1,0.00%,
ATF-04746,SC,Cherry Cigar Tobacco,0,0.00%,
ATF-04747,SC,Cigar,12,3.65%,
ATF-04748,SC,Cocoa Chocolate,3,2.00%,
ATF-04749,SC,Coconut,0,0.00%,
ATF-04750,SC,Cohiba,47,2.51%,
ATF-04751,SC,C-Style,7,2.00%,
ATF-04752,SC,Cubana,1,1.00%,
ATF-04753,SC,Davidoff Tobacco,0,0.00%,
ATF-04754,SC,Dragon Fruit,9,0.86%,
ATF-04755,SC,Dunhill,1,4.00%,
ATF-04756,SC,Espresso,4,0.94%,
ATF-04757,SC,Flue Cured Tobacco,0,0.00%,
ATF-04758,SC,Forest Strawberry,2,1.75%,
ATF-04759,SC,French Pipe,30,2.27%,
ATF-04760,SC,Golden Coffee,0,0.00%,
ATF-04761,SC,Golden Virginia Tobacco,2,3.00%,
ATF-04762,SC,Golden Watermelon,12,1.80%,
ATF-04763,SC,Grape,116,2.63%,
ATF-04764,SC,Green Apple,6,2.08%,
ATF-04765,SC,Havana Dry,2,2.50%,
ATF-04766,SC,Hazelnut,2,1.50%,
ATF-04767,SC,Honey Flue Cured,1,2.00%,
ATF-04768,SC,Honey Flue Cured Tobacco,1,15.00%,
ATF-04769,SC,Island Tobacco,6,1.84%,
ATF-04770,SC,Key Lime,9,2.17%,
ATF-04771,SC,Kiwi,0,0.00%,
ATF-04772,SC,Koolz Tobacco,1,1.00%,
ATF-04773,SC,Lemonade,10,4.78%,
ATF-04774,SC,Lychee,2,3.75%,
ATF-04775,SC,M Tobacco,0,0.00%,
ATF-04776,SC,Mad Fruit,2,2.00%,
ATF-04777,SC,Mandarin,4,2.50%,
ATF-04778,SC,Mango,75,2.22%,
ATF-04779,SC,Maxx Blend,7,1.31%,
ATF-04780,SC,Melon,3,1.33%,
ATF-04781,SC,Mild Seven,2,2.75%,
ATF-04782,SC,Mild Seven Tobacco,0,0.00%,
ATF-04783,SC,Milk Chocolate,1,1.50%,
ATF-04784,SC,M-Style,11,1.73%,
ATF-04785,SC,Neu Port Tobacco,0,0.00%,
ATF-04786,SC,Old Captain,53,2.15%,
ATF-04787,SC,Old Cherry,1,3.00%,
ATF-04788,SC,Orange,9,1.21%,
ATF-04789,SC,Pall Mall,0,0.00%,
ATF-04790,SC,Parlay,5,2.50%,
ATF-04791,SC,Parliament,4,2.50%,
ATF-04792,SC,Peach,2,1.50%,
ATF-04793,SC,Pear,5,1.60%,
ATF-04794,SC,Pina Colada,1,0.50%,
ATF-04795,SC,Pineapple,25,2.17%,
ATF-04796,SC,Pomegranate,0,0.00%,
ATF-04797,SC,Raspberry,0,0.00%,
ATF-04798,SC,Real Cig,1,0.00%,
ATF-04799,SC,Red Apple,1,2.00%,
ATF-04800,SC,Red Energy,16,2.72%,
ATF-04801,SC,Ruyan,1,15.00%,
ATF-04802,SC,RY4,20,2.57%,
ATF-04803,SC,RY-4,0,0.00%,
ATF-04804,SC,RY5,0,0.00%,
ATF-04805,SC,Seven,26,2.13%,
ATF-04806,SC,Seven Stars,1,1.50%,
ATF-04807,SC,Shisha,4,1.77%,
ATF-04808,SC,Strawberry,41,2.60%,
ATF-04809,SC,Tobacco,0,0.00%,
ATF-04810,SC,Tropical Fruit,4,5.00%,
ATF-04811,SC,Turkish,29,1.61%,
ATF-04812,SC,Tutti Fruit,0,0.00%,
ATF-04813,SC,USA Mix,10,0.61%,
ATF-04814,SC,Vanilla Custard,5,2.80%,
ATF-04815,SC,Virginia Flue Cured,6,1.46%,
ATF-04816,SC,Virginia Tobacco,2,3.00%,
ATF-04817,SC,Watermelon,14,3.98%,
ATF-04818,SC,Wenston,0,0.00%,
ATF-04819,SC,Western Tobacco,1,0.50%,
ATF-04820,SC,Whisky,7,0.20%,
ATF-04821,SSA,Almond,29,0.79%,
ATF-04822,SSA,Aloe,32,0.99%,
ATF-04823,SSA,Anise,148,0.98%,
ATF-04824,SSA,Apple Fresh Type,5,1.22%,
ATF-04825,SSA,Apple Pinata Type,29,1.50%,
ATF-04826,SSA,Apple Sour Type,12,1.65%,
ATF-04827,SSA,Apple Strudel,286,2.45%,
ATF-04828,SSA,Apricot,12,1.27%,
ATF-04829,SSA,Apricot Sweet Type,1,1.50%,
ATF-04830,SSA,Baked Apple,110,1.54%,
ATF-04831,SSA,Bakery Oranges,223,0.80%,
ATF-04832,SSA,Bakewell,41,1.77%,
ATF-04833,SSA,Banana Cream,32,2.09%,
ATF-04834,SSA,"Banana, Real Ripe Type",28,1.50%,
ATF-04835,SSA,Bavarian Cream,625,1.57%,
ATF-04836,SSA,Berries Forest Type,12,1.63%,
ATF-04837,SSA,Biscuit,121,1.52%,
ATF-04838,SSA,Black Sesame,3,0.30%,
ATF-04839,SSA,Black Tea,120,2.08%,
ATF-04840,SSA,Blackberry Sweet Type (concentrate),0,0.00%,
ATF-04841,SSA,Blackcurrant,135,1.45%,
ATF-04842,SSA,Blueberry,21,1.47%,
ATF-04843,SSA,Blueberry Fresh Type,62,2.00%,
ATF-04844,SSA,Borneo Vanilla,184,1.17%,
ATF-04845,SSA,Bubble Gum Fruity Type,8,1.46%,
ATF-04846,SSA,Bubblegum,79,2.23%,
ATF-04847,SSA,Burnt Caramel Tobacco Type,104,1.60%,
ATF-04848,SSA,Butter,42,1.01%,
ATF-04849,SSA,Butter-Cream,272,1.09%,
ATF-04850,SSA,Butterscotch,207,1.44%,
ATF-04851,SSA,Butterscotch Rich Type,46,0.66%,
ATF-04852,SSA,Cactus,94,1.24%,
ATF-04853,SSA,Cactus Juice Type,159,0.78%,
ATF-04854,SSA,Candy Banana,2,7.33%,
ATF-04855,SSA,Candy Cuckoo,30,2.00%,
ATF-04856,SSA,Candy Floss,46,3.95%,
ATF-04857,SSA,Candy Liquorice,37,1.37%,
ATF-04858,SSA,Cappuccino (MB),1,1.00%,
ATF-04859,SSA,Cappuccino Coffee,281,1.03%,
ATF-04860,SSA,Caramel,29,1.04%,
ATF-04861,SSA,Caramel Biscuit,330,1.13%,
ATF-04862,SSA,Caramelized Tobacco,4,1.07%,
ATF-04863,SSA,Cassis Syrup,117,1.02%,
ATF-04864,SSA,Cheesecake On Graham,167,1.82%,
ATF-04865,SSA,Cherry candies,0,0.00%,
ATF-04866,SSA,Cherry Maraschino Type Natural,51,1.47%,
ATF-04867,SSA,Cherry Mascarpone,3,1.21%,
ATF-04868,SSA,Chocolate,99,1.69%,
ATF-04869,SSA,Chocolate Mousse,391,1.73%,
ATF-04870,SSA,Cinnamon Apple Pie,28,1.92%,
ATF-04871,SSA,Citrus Mint Cool Type,0,0.00%,
ATF-04872,SSA,Classic Oat Flakes,152,1.05%,
ATF-04873,SSA,Classic Sponge Cake (MB),23,1.51%,
ATF-04874,SSA,Classic Vanilla,228,1.14%,
ATF-04875,SSA,Clotted Cream,609,1.36%,
ATF-04876,SSA,Cocoa Milk,22,2.11%,
ATF-04877,SSA,Coconut Cookie,82,2.04%,
ATF-04878,SSA,Coconut Cream,126,1.61%,
ATF-04879,SSA,Coconut with Chocolate,16,1.85%,
ATF-04880,SSA,Coffee Fresh,0,0.00%,
ATF-04881,SSA,Cola,504,1.83%,
ATF-04882,SSA,Cola Candy,20,2.35%,
ATF-04883,SSA,Compote Cherry,464,1.39%,
ATF-04884,SSA,Compote Strawberry,16,1.43%,
ATF-04885,SSA,Cookie Belgian Type,37,1.98%,
ATF-04886,SSA,Cornish Cream,344,1.25%,
ATF-04887,SSA,Cottage Cheese,20,1.05%,
ATF-04888,SSA,Cranberry (concentrate),0,0.00%,
ATF-04889,SSA,Cranberry Jam,167,1.93%,
ATF-04890,SSA,Creamy Pistachio,71,1.91%,
ATF-04891,SSA,Creme Brulee,4,0.67%,
ATF-04892,SSA,Creme de la Creme,317,1.68%,
ATF-04893,SSA,Crisp Waffle,423,0.73%,
ATF-04894,SSA,Crumbly Cookie,106,1.74%,
ATF-04895,SSA,Cucumber (concentrate),0,0.00%,
ATF-04896,SSA,Dark Blackberry,18,0.67%,
ATF-04897,SSA,Dessert Chocolate,228,0.76%,
ATF-04898,SSA,Double Cream,102,1.32%,
ATF-04899,SSA,Double Mocca Coffee (MB),0,0.00%,
ATF-04900,SSA,Double Watermelon,329,2.62%,
ATF-04901,SSA,Dulce de Leche,367,1.35%,
ATF-04902,SSA,Eucalyptus Mint,8,0.66%,
ATF-04903,SSA,Exotic,1,2.00%,
ATF-04904,SSA,Flakey Pastry,102,1.53%,
ATF-04905,SSA,Forest Fruits,140,1.98%,
ATF-04906,SSA,Fresh Bread Crispy Crust,26,1.74%,
ATF-04907,SSA,Fresh Cream,105,1.24%,
ATF-04908,SSA,Frozen Ice,0,0.00%,
ATF-04909,SSA,Frozen Lemon,5,1.20%,
ATF-04910,SSA,Fruit Hard Candy,34,0.46%,
ATF-04911,SSA,Garden Mint,612,1.96%,
ATF-04912,SSA,Garden Strawberry,2,1.50%,
ATF-04913,SSA,Golden Apple,50,1.12%,
ATF-04914,SSA,Grapefruit,42,2.23%,
ATF-04915,SSA,Green Tea,80,1.65%,
ATF-04916,SSA,Grenadine,19,1.56%,
ATF-04917,SSA,Guava,122,1.25%,
ATF-04918,SSA,Hazelnut (concentrate),0,0.00%,
ATF-04919,SSA,"Hazelnut, Roast Type",26,0.81%,
ATF-04920,SSA,Heavy Cream,53,1.85%,
ATF-04921,SSA,Hemp sweet type (concentrate),0,0.00%,
ATF-04922,SSA,Home Made Sponge Cake,97,2.24%,
ATF-04923,SSA,Honey,30,0.57%,
ATF-04924,SSA,Honeycomb Crumble Type,361,1.19%,
ATF-04925,SSA,Honeydew Melon,9,2.06%,
ATF-04926,SSA,Ice Candies,30,1.23%,
ATF-04927,SSA,Ice Cream,584,1.99%,
ATF-04928,SSA,Ice Cream Vanilla,4131,1.88%,
ATF-04929,SSA,Irish Cream,133,1.37%,
ATF-04930,SSA,Italian Panettone,0,0.00%,
ATF-04931,SSA,Jelly Candy,0,0.00%,
ATF-04932,SSA,Juicy Cherries,386,2.16%,
ATF-04933,SSA,Juicy Lemon,170,1.30%,
ATF-04934,SSA,Juicy Orange,136,1.15%,
ATF-04935,SSA,Kiwi Light,24,0.91%,
ATF-04936,SSA,Kiwi Sweet Ripe Type,10,1.47%,
ATF-04937,SSA,Kumquat,0,0.00%,
ATF-04938,SSA,Lemon Cheesecake,232,1.55%,
ATF-04939,SSA,Lemon Lime,2,0.83%,
ATF-04940,SSA,Lemon Pound Cake,199,2.65%,
ATF-04941,SSA,Lemon Sour Type,435,0.84%,
ATF-04942,SSA,Lemon Wafer Cream Type,124,1.75%,
ATF-04943,SSA,Lime (concentrate),6,0.39%,
ATF-04944,SSA,Lychee Real Type,1,0.00%,
ATF-04945,SSA,Madagascar Vanilla,214,1.09%,
ATF-04946,SSA,Malaysia Mango,28,4.47%,
ATF-04947,SSA,Mango Mint,11,1.52%,
ATF-04948,SSA,Mango Pulp,51,1.22%,
ATF-04949,SSA,Maple Syrup,39,1.97%,
ATF-04950,SSA,Marshmallow,358,1.51%,
ATF-04951,SSA,Marzipan,39,0.91%,
ATF-04952,SSA,Mascarpone Cream,173,1.48%,
ATF-04953,SSA,Melon,17,1.85%,
ATF-04954,SSA,Menthol,49,0.44%,
ATF-04955,SSA,Meringue Lemony Type,24,1.15%,
ATF-04956,SSA,Meringue Natural,6,1.00%,
ATF-04957,SSA,Milk,134,1.13%,
ATF-04958,SSA,Milk and Caramel Cream,170,0.79%,
ATF-04959,SSA,Milkshake Dairy Type,679,1.60%,
ATF-04960,SSA,Milky Caramel Fudge,1320,1.66%,
ATF-04961,SSA,Milky Strawberry,186,2.08%,
ATF-04962,SSA,Mocca Coffee,319,0.46%,
ATF-04963,SSA,Multivitamin,186,2.35%,
ATF-04964,SSA,Natural Lemon,190,0.55%,
ATF-04965,SSA,Natural Mango,3,2.00%,
ATF-04966,SSA,Natural Mint,361,0.47%,
ATF-04967,SSA,Natural Mint Light (concentrate),0,0.00%,
ATF-04968,SSA,Natural Raspberry,40,2.48%,
ATF-04969,SSA,Natural Soft Apple (concentrate),0,0.00%,
ATF-04970,SSA,Natural Wild Strawberry,31,1.29%,
ATF-04971,SSA,Nectarines,371,1.20%,
ATF-04972,SSA,Orange (concentrate),198,1.00%,
ATF-04973,SSA,Orange Fantastic,1,1.31%,
ATF-04974,SSA,Orange Hibiscus/Pink Orange Strawberry (Pink Curacao),0,0.00%,
ATF-04975,SSA,Orange Juice,30,0.91%,
ATF-04976,SSA,Panna Cotta (concentrate),0,0.00%,
ATF-04977,SSA,Papaya,16,0.85%,
ATF-04978,SSA,Peach Sweet Type,374,1.79%,
ATF-04979,SSA,Peach with Apricots (concentrate),0,0.00%,
ATF-04980,SSA,Peanut Butter,1177,1.24%,
ATF-04981,SSA,Pear,46,1.21%,
ATF-04982,SSA,Pear Williams (concentrate),0,0.00%,
ATF-04983,SSA,Pineapple,34,1.42%,
ATF-04984,SSA,Pineapple Sweet Type,63,3.19%,
ATF-04985,SSA,Pink Bubble Gum,8,1.81%,
ATF-04986,SSA,Pistachio Dubai Type,7,0.34%,
ATF-04987,SSA,Pitaya (MB),0,0.00%,
ATF-04988,SSA,Pitaya Dragon Fruit,42,1.45%,
ATF-04989,SSA,Power Drink (concentrate),0,0.00%,
ATF-04990,SSA,Premium Raspberry,368,1.68%,
ATF-04991,SSA,Premium Strawberry,213,3.67%,
ATF-04992,SSA,Prunes Dry Plum,21,0.59%,
ATF-04993,SSA,Purple Plum,23,1.30%,
ATF-04994,SSA,Raisins with Cream & Rum,2,0.60%,
ATF-04995,SSA,Raspberry Black Berry Type,17,2.13%,
ATF-04996,SSA,Raspberry Fruity Type,61,1.54%,
ATF-04997,SSA,Raspberry Sour Type,20,6.79%,
ATF-04998,SSA,Raspberry Syrup,1141,1.43%,
ATF-04999,SSA,"Raspberry, Blue Type",136,2.05%,
ATF-05000,SSA,Raspberry-Blackberry Lemonade,26,5.76%,
ATF-05001,SSA,Red Apple,6,1.58%,
ATF-05002,SSA,Red Grape,1,0.00%,
ATF-05003,SSA,Red Grape Wine Type,4,1.15%,
ATF-05004,SSA,Red Sweet Apple,4,4.75%,
ATF-05005,SSA,Rhubarb,48,1.03%,
ATF-05006,SSA,Ripe Banana,82,1.56%,
ATF-05007,SSA,Ripe Cherry,275,1.30%,
ATF-05008,SSA,Ripe Coconut,120,1.17%,
ATF-05009,SSA,Ripe Mango,21,2.53%,
ATF-05010,SSA,Ripe Peach,126,1.30%,
ATF-05011,SSA,Ripe Pineapple,138,2.36%,
ATF-05012,SSA,Ripe Strawberry,230,2.14%,
ATF-05013,SSA,Rum Sweet Type,0,0.00%,
ATF-05014,SSA,Rum with Honey,34,1.82%,
ATF-05015,SSA,Scandinavian Fruits,212,1.90%,
ATF-05016,SSA,Shortbread Biscuit,141,1.45%,
ATF-05017,SSA,Shortbread Cookie,940,1.75%,
ATF-05018,SSA,Smooth Hazelnut Filling,231,1.09%,
ATF-05019,SSA,Soft Waffle,170,1.66%,
ATF-05020,SSA,Sour Lime,354,0.82%,
ATF-05021,SSA,Sparkling PRSCO Wine,0,0.00%,
ATF-05022,SSA,Sponge Cake (MB),0,0.00%,
ATF-05023,SSA,Strawberry Candy Type (concentrate),11,1.95%,
ATF-05024,SSA,Strawberry Champagne,0,0.00%,
ATF-05025,SSA,Strawberry Coconut Milk,10,1.33%,
ATF-05026,SSA,Strawberry Kent Type,7,1.81%,
ATF-05027,SSA,Strawberry Mint,1,0.00%,
ATF-05028,SSA,Strawberry Rhubarb,23,1.11%,
ATF-05029,SSA,Strawberry Sweet Fresh Type,224,1.27%,
ATF-05030,SSA,Strawberry Watermelon,2,3.00%,
ATF-05031,SSA,"Strawberry, Juliette Jammy type",11,1.73%,
ATF-05032,SSA,"Strawberry, Sweet Ripe Type",221,0.82%,
ATF-05033,SSA,Strong Strawberry,136,2.03%,
ATF-05034,SSA,Summer Fruits,10,2.15%,
ATF-05035,SSA,Sweet Banana,4,1.75%,
ATF-05036,SSA,Sweet Cocoa,38,0.49%,
ATF-05037,SSA,Sweet Coffee,124,0.85%,
ATF-05038,SSA,Sweet Cream,81,1.35%,
ATF-05039,SSA,Sweet Mandarin,90,1.09%,
ATF-05040,SSA,Sweet Mint,172,0.60%,
ATF-05041,SSA,Sweet Watermelon,266,2.31%,
ATF-05042,SSA,Sweet Yogurt,715,1.46%,
ATF-05043,SSA,Thai Pineapple,413,1.88%,
ATF-05044,SSA,Tiramisu,104,1.55%,
ATF-05045,SSA,Tobacco American,1,1.50%,
ATF-05046,SSA,Toffee,103,1.52%,
ATF-05047,SSA,Twister Ice Cream (MB),1,2.00%,
ATF-05048,SSA,Vanilla Cream (concentrate),4,1.19%,
ATF-05049,SSA,Vanilla Creamy Type,0,0.00%,
ATF-05050,SSA,Vanilla Pudding (concentrate),4,1.38%,
ATF-05051,SSA,Vanilla Sugar,255,0.84%,
ATF-05052,SSA,Vanilla Tobacco Type,31,1.83%,
ATF-05053,SSA,Virginia Tobacco Type,0,0.00%,
ATF-05054,SSA,Waffle With Butter,156,2.08%,
ATF-05055,SSA,Walnut,2,0.75%,
ATF-05056,SSA,Watermelon Sour Type,19,0.96%,
ATF-05057,SSA,Watermelon Taffy Type,79,3.63%,
ATF-05058,SSA,Whipped Cream,3649,1.40%,
ATF-05059,SSA,White Grape,18,0.88%,
ATF-05060,SSA,Wild Cherry (concentrate),1,0.67%,
ATF-05061,SSA,Wild Strawberry,8,1.29%,
ATF-05062,SSA,Woody Royal Tobacco Type,39,1.55%,
ATF-05063,SSA,Yuzu,0,0.00%,
ATF-05064,TFA,Absinthe,195,3.09%,
ATF-05065,TFA,Absinthe (no Pg),1,1.00%,
ATF-05066,TFA,Absinthe Concentrate,11,12.97%,
ATF-05067,TFA,Absinthe II,30,2.26%,
ATF-05068,TFA,Acai,409,2.37%,
ATF-05069,TFA,Acetyl Pyrazine 5%,10268,0.59%,
ATF-05070,TFA,Almond,119,1.28%,
ATF-05071,TFA,Almond Amaretto,53,1.89%,
ATF-05072,TFA,Apple,377,3.87%,
ATF-05073,TFA,Apple (tart Granny Smith),122,2.14%,
ATF-05074,TFA,Apple (Tart Green Apple),237,2.22%,
ATF-05075,TFA,Apple Candy,224,3.71%,
ATF-05076,TFA,Apple Pie,442,4.80%,
ATF-05077,TFA,Apricot,577,2.37%,
ATF-05078,TFA,Banana,324,3.11%,
ATF-05079,TFA,Banana Cream,7534,3.14%,
ATF-05080,TFA,Banana Nut Bread,2991,4.20%,
ATF-05081,TFA,Bananas Foster,483,2.42%,
ATF-05082,TFA,Bavarian Cream,24513,2.10%,
ATF-05083,TFA,Berry Cereal,2270,3.16%,
ATF-05084,TFA,Berry Chewy Squares,1,1.50%,
ATF-05085,TFA,Berry Jam,10,1.82%,
ATF-05086,TFA,Berry Mix,236,3.81%,
ATF-05087,TFA,Bitter Nut Extra,14,0.34%,
ATF-05088,TFA,Bittersweet Chocolate,92,1.50%,
ATF-05089,TFA,Black Cherry,366,2.60%,
ATF-05090,TFA,Black Currant,257,3.29%,
ATF-05091,TFA,Black Honey,678,2.04%,
ATF-05092,TFA,Black Tea,49,2.26%,
ATF-05093,TFA,Black Tea (no Pg),0,0.00%,
ATF-05094,TFA,Black Tea Deluxe,5,3.70%,
ATF-05095,TFA,Blackberry,1179,1.50%,
ATF-05096,TFA,Blue Raspberry,174,3.74%,
ATF-05097,TFA,Blueberry (extra),4579,3.21%,
ATF-05098,TFA,Blueberry (wild),2357,3.86%,
ATF-05099,TFA,Blueberry Candy (no Pg),12,3.38%,
ATF-05100,TFA,Blueberry Candy (pg),544,4.11%,
ATF-05101,TFA,Blueberry Candy (triacetin),5,2.00%,
ATF-05102,TFA,Bourbon,34,1.58%,
ATF-05103,TFA,Boysenberry,88,1.44%,
ATF-05104,TFA,Boysenberry Deluxe,45,3.03%,
ATF-05105,TFA,Brandy,32,1.74%,
ATF-05106,TFA,Brown Sugar,5664,0.86%,
ATF-05107,TFA,Bubblegum,356,4.27%,
ATF-05108,TFA,Bubblegum (fruity),136,4.69%,
ATF-05109,TFA,Bubblegum (Pink),5,2.54%,
ATF-05110,TFA,Butter,3526,0.70%,
ATF-05111,TFA,Butterscotch,387,2.61%,
ATF-05112,TFA,Butterscotch 2,4,2.00%,
ATF-05113,TFA,Cannabis Type,0,0.00%,
ATF-05114,TFA,Cantaloupe,612,3.63%,
ATF-05115,TFA,Cappuccino,59,2.57%,
ATF-05116,TFA,Captain Cereal,52,2.69%,
ATF-05117,TFA,Caramel,737,2.33%,
ATF-05118,TFA,Caramel (original),1916,2.02%,
ATF-05119,TFA,Caramel Candy,614,2.15%,
ATF-05120,TFA,Caramel Cappuccino,63,0.81%,
ATF-05121,TFA,Cardamom,2,0.65%,
ATF-05122,TFA,Chai Tea,132,2.28%,
ATF-05123,TFA,Chai Tea II,2,1.25%,
ATF-05124,TFA,Champagne Type (pg),668,1.88%,
ATF-05125,TFA,Cheesecake,260,2.47%,
ATF-05126,TFA,Cheesecake (graham Crust),16496,2.46%,
ATF-05127,TFA,Cherry Blossom (pg),274,2.52%,
ATF-05128,TFA,Cherry Extract,607,3.16%,
ATF-05129,TFA,Chicken And Waffle,2,12.25%,
ATF-05130,TFA,Chili Mango,17,4.92%,
ATF-05131,TFA,Chocolate,67,2.39%,
ATF-05132,TFA,Chocolate Coconut Almond Candy Bar,13,2.90%,
ATF-05133,TFA,Cigarillo,8,2.59%,
ATF-05134,TFA,Cinnamon,67,4.24%,
ATF-05135,TFA,Cinnamon (no Pg),3,0.26%,
ATF-05136,TFA,Cinnamon Danish,370,2.34%,
ATF-05137,TFA,Cinnamon Red Hot,71,4.05%,
ATF-05138,TFA,Cinnamon Red Hot (no Pg),42,0.96%,
ATF-05139,TFA,Cinnamon Spice,113,0.59%,
ATF-05140,TFA,Cinnamon Sugar Cookie,367,2.35%,
ATF-05141,TFA,Citrus Punch,536,3.31%,
ATF-05142,TFA,Citrus Punch II,18,2.06%,
ATF-05143,TFA,Clove,43,1.39%,
ATF-05144,TFA,Cocoa Rounds,59,1.86%,
ATF-05145,TFA,Coconut,910,1.21%,
ATF-05146,TFA,Coconut Candy,2964,1.37%,
ATF-05147,TFA,Coconut Extra,1371,1.03%,
ATF-05148,TFA,Coffee,75,2.73%,
ATF-05149,TFA,Coffee (kona),13,1.29%,
ATF-05150,TFA,Coffee Extra (clear),6,6.47%,
ATF-05151,TFA,Cola,54,5.08%,
ATF-05152,TFA,Cola Cherry,16,5.30%,
ATF-05153,TFA,Cola Fizz,21,1.93%,
ATF-05154,TFA,Cola Soda,53,4.03%,
ATF-05155,TFA,Cola Syrup,70,4.69%,
ATF-05156,TFA,Cola Syrup (no Pg),1,1.00%,
ATF-05157,TFA,Cotton Candy,4136,1.32%,
ATF-05158,TFA,Cotton Candy (circus),983,2.20%,
ATF-05159,TFA,Cranberry,184,2.42%,
ATF-05160,TFA,Cranberry (no Pg),4,4.81%,
ATF-05161,TFA,Cranberry Sauce,8,2.81%,
ATF-05162,TFA,Cream Soda,137,3.05%,
ATF-05163,TFA,Creme De Menthe,570,2.17%,
ATF-05164,TFA,Creme De Menthe II,25,2.01%,
ATF-05165,TFA,Crunchy Cereal,176,3.39%,
ATF-05166,TFA,Cubano Type,118,2.30%,
ATF-05167,TFA,Cucumber,167,2.57%,
ATF-05168,TFA,Dairy/Milk,2320,1.84%,
ATF-05169,TFA,Damascone Beta,2,1.50%,
ATF-05170,TFA,Dark Rum,49,2.49%,
ATF-05171,TFA,Date,6,1.95%,
ATF-05172,TFA,Dill Pickle,1,4.00%,
ATF-05173,TFA,Dk Tobacco Base,135,3.67%,
ATF-05174,TFA,DK Tobacco II,6,2.44%,
ATF-05175,TFA,Double Chocolate (clear),1993,2.68%,
ATF-05176,TFA,Double Chocolate (dark),102,2.41%,
ATF-05177,TFA,Dr. Pop,21,3.89%,
ATF-05178,TFA,Dr. Pop (no Pg),0,0.00%,
ATF-05179,TFA,Dragonfruit,15756,1.92%,
ATF-05180,TFA,Dulce De Leche,1339,1.64%,
ATF-05181,TFA,Dulce de Leche Caramel,261,1.24%,
ATF-05182,TFA,Dx Banana Cream,354,3.30%,
ATF-05183,TFA,Dx Bananas Foster,8,2.45%,
ATF-05184,TFA,Dx Bavarian Cream,892,2.00%,
ATF-05185,TFA,DX Brown Sugar,101,0.76%,
ATF-05186,TFA,DX Butterscotch,21,2.59%,
ATF-05187,TFA,Dx Caramel Original,134,1.94%,
ATF-05188,TFA,Dx Cinnamon Danish,48,2.75%,
ATF-05189,TFA,DX Coconut,2,1.00%,
ATF-05190,TFA,Dx Coconut Candy,66,1.96%,
ATF-05191,TFA,DX Frosted Donut,22,2.90%,
ATF-05192,TFA,DX Graham Cracker,186,1.89%,
